stem,selected_instances,all_instances,selected_indices,selected_mean_abs_rgb_diff,control_mean_abs_rgb_diff,background_mean_abs_rgb_diff,selected_changed_ratio_diff_gt8,control_changed_ratio_diff_gt8,background_changed_ratio_diff_gt8,label_sha256_equal,depth_sha256_equal
IMG_0153_20260601031337188,2,3,1|2,57.60795211791992,4.965216159820557,0.8837295770645142,0.9945235487404163,0.17819782496116002,0.02207412803663287,True,True
IMG_0154_20260519192144917,1,2,0,17.368663787841797,6.3160400390625,1.0408799648284912,0.27812223206377323,0.15278858625162128,0.013297730485105476,True,True
IMG_0155_20260519052609412,2,3,0|2,62.12495040893555,2.1072583198547363,1.7077841758728027,0.6271442768871797,0.0302564595139756,0.045924296353683225,True,True
IMG_0157_20260519040143861,3,5,0|2|3,7.1530961990356445,1.5640465021133423,1.8930230140686035,0.10526315789473684,0.009950248756218905,0.041176822466738684,True,True
IMG_0158_20260519202542257,2,3,1|2,83.49140930175781,1.731662392616272,1.6285388469696045,0.8530922676629529,0.003420823485508148,0.02831968652786882,True,True
IMG_0158_20260531043257679,2,4,0|2,80.45745849609375,7.131663799285889,0.9324354529380798,0.6851155797782372,0.21018145161290322,0.018144599452978513,True,True
IMG_0158_20260601031337840,2,3,0|1,46.323211669921875,11.548832893371582,2.241269588470459,0.6016234243955074,0.29640287769784174,0.060181492216684965,True,True
IMG_0158_20260602202643394,1,4,1,107.30742645263672,5.9285712242126465,0.8231855034828186,0.9945172824791418,0.1630188679245283,0.017171394130236908,True,True
IMG_0159_20260601191319286,2,3,1|2,86.67268371582031,1.9214158058166504,1.8579026460647583,0.790792648969742,0.006361157990393353,0.03113617754185843,True,True
IMG_0161_20260602202643711,1,5,3,126.94546508789062,7.6749420166015625,1.061776041984558,0.858637625453769,0.17027863777089783,0.019226650468904156,True,True
IMG_0166_20260531193004424,2,4,0|3,44.05168914794922,1.2250511646270752,1.2011685371398926,0.8316151202749141,0.019791860249024344,0.025087182406946126,True,True
IMG_0168_20260602200350004,1,2,0,47.99618148803711,2.9085772037506104,0.8802068829536438,0.9034399517199758,0.06005264889766371,0.020049830763444906,True,True
IMG_0169_20260601201854546,1,4,0,13.378689765930176,0.8537894487380981,0.6441536545753479,0.49032914828639296,0.0015090543259557343,0.011362091054187333,True,True
IMG_0177_20260519182234271,1,4,0,38.899375915527344,2.225179672241211,1.0186232328414917,0.5467059980334317,0.02228794308002229,0.008378940223155572,True,True
IMG_0180_20260602051842500,2,4,2|3,58.70689010620117,0.5263239145278931,0.9971069693565369,0.7044938054394839,0.0,0.019770075497597805,True,True
IMG_0186_20260519023144722,1,2,1,3.5706498622894287,2.6693003177642822,0.7019414305686951,0.07915394679459224,0.08803611738148984,0.009221422753190335,True,True
IMG_0187_20260519023319264,2,3,0|1,27.575105667114258,3.74235200881958,2.0525100231170654,0.7310422480050913,0.09162786185487,0.05030865241192228,True,True
IMG_0190_20260519180559035,1,2,0,23.80027198791504,5.064883232116699,1.275367259979248,0.31637843336724314,0.12433374333743337,0.016645443895482098,True,True
IMG_0191_20260519021026030,2,4,0|3,77.32186889648438,1.0532140731811523,1.0000592470169067,0.8667776852622814,0.0058383506659368724,0.020642624974423138,True,True
