image,depth,sample_group,module,gate_mode,shape,src_weight_mean,src_weight_std,src_weight_min,src_weight_max,depth_weight_mean,depth_weight_std,depth_weight_min,depth_weight_max,base_blend_weight,out_blend_weight
622_xinjiang_IMG_0005_20260601194700559.jpg,622_xinjiang_IMG_0005_20260601194700559.png,normal,model.36.coord_att,spatial_illum,1x1x80x80,0.9714698791503906,0.03286323696374893,0.41930678486824036,0.9979608058929443,0.028530152514576912,0.03286323696374893,0.002039194107055664,0.580693244934082,0.5456488728523254,0.4543510973453522
622_xinjiang_IMG_0005_20260601194700559.jpg,622_xinjiang_IMG_0005_20260601194700559.png,normal,model.37.coord_att,spatial_illum,1x1x40x40,0.8609687685966492,0.06320205330848694,0.49309226870536804,0.9740291833877563,0.1390312910079956,0.06320205330848694,0.025970816612243652,0.5069077014923096,0.5461330413818359,0.4538668990135193
622_xinjiang_IMG_0005_20260601194700559.jpg,622_xinjiang_IMG_0005_20260601194700559.png,normal,model.38.coord_att,spatial_illum,1x1x20x20,0.7021116614341736,0.15003672242164612,0.3247021734714508,0.9743991494178772,0.2978883683681488,0.15003672242164612,0.025600850582122803,0.6752978563308716,0.45556193590164185,0.5444381237030029
622_xinjiang_IMG_0005_20260601194700559_realexp.jpg,622_xinjiang_IMG_0005_20260601194700559_realexp.png,overexposed,model.36.coord_att,spatial_illum,1x1x80x80,0.9720766544342041,0.030943825840950012,0.41189220547676086,0.9982287287712097,0.027923326939344406,0.030943825840950012,0.0017712712287902832,0.5881078243255615,0.5456488728523254,0.4543510973453522
622_xinjiang_IMG_0005_20260601194700559_realexp.jpg,622_xinjiang_IMG_0005_20260601194700559_realexp.png,overexposed,model.37.coord_att,spatial_illum,1x1x40x40,0.8613606095314026,0.06216688081622124,0.5100036263465881,0.9738803505897522,0.13863934576511383,0.06216688081622124,0.026119649410247803,0.48999637365341187,0.5461330413818359,0.4538668990135193
622_xinjiang_IMG_0005_20260601194700559_realexp.jpg,622_xinjiang_IMG_0005_20260601194700559_realexp.png,overexposed,model.38.coord_att,spatial_illum,1x1x20x20,0.7117555141448975,0.14516444504261017,0.3332710564136505,0.9725252389907837,0.28824448585510254,0.14516444504261017,0.02747476100921631,0.6667289733886719,0.45556193590164185,0.5444381237030029
622_xinjiang_IMG_0005_20260602202800435.jpg,622_xinjiang_IMG_0005_20260602202800435.png,normal,model.36.coord_att,spatial_illum,1x1x80x80,0.967244029045105,0.03603097423911095,0.4053671061992645,0.9986560344696045,0.032755956053733826,0.03603097423911095,0.0013439655303955078,0.5946328639984131,0.5456488728523254,0.4543510973453522
622_xinjiang_IMG_0005_20260602202800435.jpg,622_xinjiang_IMG_0005_20260602202800435.png,normal,model.37.coord_att,spatial_illum,1x1x40x40,0.8512287735939026,0.06705111265182495,0.39000120759010315,0.9801446199417114,0.1487712413072586,0.06705111265182495,0.019855380058288574,0.6099988222122192,0.5461330413818359,0.4538668990135193
622_xinjiang_IMG_0005_20260602202800435.jpg,622_xinjiang_IMG_0005_20260602202800435.png,normal,model.38.coord_att,spatial_illum,1x1x20x20,0.6882182359695435,0.12850569188594818,0.314822793006897,0.9497352838516235,0.3117818534374237,0.12850569188594818,0.050264716148376465,0.685177206993103,0.45556193590164185,0.5444381237030029
622_xinjiang_IMG_0005_20260602202800435_realexp.jpg,622_xinjiang_IMG_0005_20260602202800435_realexp.png,overexposed,model.36.coord_att,spatial_illum,1x1x80x80,0.9682124853134155,0.033830676227808,0.4262341260910034,0.999062716960907,0.03178741782903671,0.033830676227808,0.0009372830390930176,0.5737658739089966,0.5456488728523254,0.4543510973453522
622_xinjiang_IMG_0005_20260602202800435_realexp.jpg,622_xinjiang_IMG_0005_20260602202800435_realexp.png,overexposed,model.37.coord_att,spatial_illum,1x1x40x40,0.8534325957298279,0.0642138421535492,0.4140082597732544,0.9801944494247437,0.14656732976436615,0.0642138421535492,0.019805550575256348,0.5859917402267456,0.5461330413818359,0.4538668990135193
622_xinjiang_IMG_0005_20260602202800435_realexp.jpg,622_xinjiang_IMG_0005_20260602202800435_realexp.png,overexposed,model.38.coord_att,spatial_illum,1x1x20x20,0.6773414015769958,0.1287345439195633,0.2988983988761902,0.9493923783302307,0.32265856862068176,0.1287345439195633,0.05060762166976929,0.7011016011238098,0.45556193590164185,0.5444381237030029
622_xinjiang_IMG_0007_20260519031052562.jpg,622_xinjiang_IMG_0007_20260519031052562.png,normal,model.36.coord_att,spatial_illum,1x1x80x80,0.9706482887268066,0.032994478940963745,0.4975684583187103,0.9971688389778137,0.02935168333351612,0.032994478940963745,0.0028311610221862793,0.5024315118789673,0.5456488728523254,0.4543510973453522
622_xinjiang_IMG_0007_20260519031052562.jpg,622_xinjiang_IMG_0007_20260519031052562.png,normal,model.37.coord_att,spatial_illum,1x1x40x40,0.8480717539787292,0.0772971361875534,0.15699288249015808,0.9836154580116272,0.15192821621894836,0.0772971361875534,0.016384541988372803,0.8430070877075195,0.5461330413818359,0.4538668990135193
622_xinjiang_IMG_0007_20260519031052562.jpg,622_xinjiang_IMG_0007_20260519031052562.png,normal,model.38.coord_att,spatial_illum,1x1x20x20,0.7098100185394287,0.1330188363790512,0.3068007230758667,0.9426859617233276,0.2901899516582489,0.1330188512802124,0.05731403827667236,0.6931992769241333,0.45556193590164185,0.5444381237030029
622_xinjiang_IMG_0007_20260519031052562_realexp.jpg,622_xinjiang_IMG_0007_20260519031052562_realexp.png,overexposed,model.36.coord_att,spatial_illum,1x1x80x80,0.9706664085388184,0.03253479674458504,0.5271369814872742,0.9972527623176575,0.029333602637052536,0.03253479674458504,0.0027472376823425293,0.47286301851272583,0.5456488728523254,0.4543510973453522
622_xinjiang_IMG_0007_20260519031052562_realexp.jpg,622_xinjiang_IMG_0007_20260519031052562_realexp.png,overexposed,model.37.coord_att,spatial_illum,1x1x40x40,0.8482738733291626,0.07720785588026047,0.15661324560642242,0.983166515827179,0.1517261415719986,0.07720785588026047,0.016833484172821045,0.8433867692947388,0.5461330413818359,0.4538668990135193
622_xinjiang_IMG_0007_20260519031052562_realexp.jpg,622_xinjiang_IMG_0007_20260519031052562_realexp.png,overexposed,model.38.coord_att,spatial_illum,1x1x20x20,0.7091652154922485,0.1306837797164917,0.30479416251182556,0.9395412802696228,0.29083478450775146,0.1306837797164917,0.0604587197303772,0.695205807685852,0.45556193590164185,0.5444381237030029
