stem,module,selected_instances,all_instances,normal_selected_src,exposed_selected_src,selected_src_delta_exposed_minus_normal,selected_depth_delta_exposed_minus_normal,control_src_delta_exposed_minus_normal,background_src_delta_exposed_minus_normal,selected_vs_control_did_src,selected_vs_background_did_src,normal_selected_minus_background_src,exposed_selected_minus_background_src,selected_feature_area,control_feature_area
IMG_0027_20260601211751828,model.38.coord_att,1,4,0.46559301018714905,0.5070542693138123,0.04146125912666321,-0.04146125912666321,0.012010931968688965,-5.65648078918457e-05,0.029450327157974243,0.041517823934555054,-0.21920135617256165,-0.1776835322380066,3.3974609375,7.3291015625
IMG_0028_20260519033437231,model.36.coord_att,3,4,0.9123876094818115,0.9356597065925598,0.02327209711074829,-0.02327209711074829,-0.00041407346725463867,0.0001964569091796875,0.02368617057800293,0.023075640201568604,-0.06136679649353027,-0.03829115629196167,104.390625,55.578125
IMG_0028_20260519033437231,model.37.coord_att,3,4,0.7836098670959473,0.8314494490623474,0.047839581966400146,-0.047839581966400146,-0.00155717134475708,0.0008530616760253906,0.04939675331115723,0.046986520290374756,-0.07961082458496094,-0.03262430429458618,26.09765625,13.89453125
IMG_0028_20260519033437231,model.38.coord_att,3,4,0.684021532535553,0.6508910655975342,-0.0331304669380188,0.0331304669380188,-0.0386885404586792,-0.0031333565711975098,0.0055580735206604,-0.02999711036682129,-0.05138981342315674,-0.08138692378997803,6.5244140625,3.4736328125
IMG_0028_20260601041719724,model.36.coord_att,3,4,0.9519509077072144,0.9669343829154968,0.01498347520828247,-0.01498347520828247,0.0060384273529052734,0.0002314448356628418,0.008945047855377197,0.014752030372619629,-0.020037591457366943,-0.0052855610847473145,192.1875,74.484375
IMG_0028_20260601041719724,model.37.coord_att,3,4,0.8807182312011719,0.8931840658187866,0.012465834617614746,-0.012465834617614746,0.002302885055541992,0.0004781484603881836,0.010162949562072754,0.011987686157226562,0.019891440868377686,0.03187912702560425,48.046875,18.62109375
IMG_0028_20260601041719724,model.38.coord_att,3,4,0.73369300365448,0.7054406404495239,-0.028252363204956055,0.028252363204956055,-0.0084763765335083,-0.007042109966278076,-0.019775986671447754,-0.02121025323867798,-0.0019063949584960938,-0.023116648197174072,12.01171875,4.6552734375
IMG_0029_20260519033437423,model.36.coord_att,2,2,0.9339969158172607,0.9477615356445312,0.013764619827270508,-0.013764619827270508,nan,5.173683166503906e-05,nan,0.013712882995605469,-0.041061997413635254,-0.027349114418029785,45.34375,0.0
IMG_0029_20260519033437423,model.37.coord_att,2,2,0.8143089413642883,0.8084604740142822,-0.0058484673500061035,0.0058484673500061035,nan,-0.00024324655532836914,nan,-0.005605220794677734,-0.05715632438659668,-0.06276154518127441,11.3359375,0.0
IMG_0029_20260519033437423,model.38.coord_att,2,2,0.7505633234977722,0.7380260229110718,-0.01253730058670044,0.01253730058670044,nan,-0.004033803939819336,nan,-0.008503496646881104,0.020888209342956543,0.01238471269607544,2.833984375,0.0
