epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
129,28380.941,0.33692,0.38856,0.25801,0,0.91565,0.87671,0.9189,0.82347,0.91878,0.88016,0.92231,0.7932,0.37655,0.68332,0.31883,0,0.0057376,0.0057376,0.0057376,0.0057376
130,28571.133,0.33942,0.39402,0.25037,0,0.91506,0.87753,0.91886,0.82379,0.91826,0.88175,0.92233,0.79345,0.37634,0.68439,0.31902,0,0.0057043,0.0057043,0.0057043,0.0057043
131,28760.194,0.33684,0.39217,0.25433,0,0.91562,0.8779,0.91892,0.82379,0.91723,0.88105,0.92242,0.79339,0.37599,0.6845,0.31901,0,0.005671,0.005671,0.005671,0.005671
132,28946.643,0.3278,0.37704,0.25041,0,0.91481,0.87808,0.91875,0.82416,0.91471,0.88273,0.92255,0.79334,0.37577,0.68548,0.31887,0,0.0056377,0.0056377,0.0056377,0.0056377
133,29133.331,0.32562,0.3768,0.24983,0,0.91624,0.87662,0.91865,0.82403,0.91883,0.87914,0.92283,0.79351,0.37528,0.68634,0.31854,0,0.0056044,0.0056044,0.0056044,0.0056044
134,29320.631,0.33547,0.39295,0.25191,0,0.91448,0.87788,0.91861,0.82381,0.91694,0.88123,0.92269,0.79368,0.37513,0.68717,0.31811,0,0.0055711,0.0055711,0.0055711,0.0055711
135,29507.016,0.33577,0.38529,0.25465,0,0.91462,0.87844,0.91855,0.82339,0.91514,0.88253,0.92242,0.79343,0.3748,0.68725,0.31813,0,0.0055378,0.0055378,0.0055378,0.0055378
136,29686.572,0.32643,0.38222,0.24672,0,0.9118,0.87936,0.91837,0.82359,0.91242,0.88485,0.92228,0.79329,0.37466,0.68823,0.31808,0,0.0055045,0.0055045,0.0055045,0.0055045
137,29871.244,0.32656,0.37747,0.24809,0,0.91074,0.88126,0.91849,0.82362,0.91303,0.88527,0.92286,0.79358,0.37463,0.68993,0.31809,0,0.0054712,0.0054712,0.0054712,0.0054712
138,30059.597,0.33194,0.38884,0.24884,0,0.91213,0.87972,0.91854,0.82363,0.92283,0.87724,0.92313,0.79387,0.37457,0.69057,0.31812,0,0.0054379,0.0054379,0.0054379,0.0054379
139,30308.567,0.32877,0.38194,0.24998,0,0.91069,0.88091,0.91838,0.82357,0.91244,0.88674,0.92301,0.794,0.37472,0.69206,0.31818,0,0.0054046,0.0054046,0.0054046,0.0054046
140,30573.156,0.32863,0.38292,0.2448,0,0.91258,0.87895,0.9183,0.82358,0.91356,0.88725,0.92307,0.79409,0.37481,0.69278,0.31843,0,0.0053713,0.0053713,0.0053713,0.0053713
141,30856.436,0.3268,0.37503,0.24923,0,0.9126,0.87744,0.9182,0.82373,0.91243,0.88683,0.92301,0.79421,0.37503,0.69331,0.31863,0,0.005338,0.005338,0.005338,0.005338
142,31139.602,0.32867,0.38627,0.2521,0,0.91142,0.87753,0.91806,0.82355,0.9161,0.88266,0.92262,0.79394,0.37479,0.69385,0.31859,0,0.0053047,0.0053047,0.0053047,0.0053047
143,31427.101,0.32423,0.37411,0.2441,0,0.91157,0.87699,0.91784,0.82346,0.91604,0.88375,0.92254,0.79398,0.37477,0.69479,0.31873,0,0.0052714,0.0052714,0.0052714,0.0052714
144,31706.946,0.31921,0.36551,0.2393,0,0.91188,0.87731,0.91825,0.82349,0.91632,0.88356,0.92252,0.79403,0.37484,0.69582,0.31909,0,0.0052381,0.0052381,0.0052381,0.0052381
145,31985.997,0.32376,0.37595,0.24533,0,0.91085,0.87918,0.91847,0.82335,0.91553,0.88377,0.92243,0.79425,0.37495,0.696,0.31913,0,0.0052048,0.0052048,0.0052048,0.0052048
146,32268.846,0.32184,0.36628,0.24191,0,0.92418,0.86791,0.91845,0.82325,0.91605,0.88235,0.92232,0.79422,0.37507,0.69755,0.31925,0,0.0051715,0.0051715,0.0051715,0.0051715
147,32548.331,0.32236,0.38287,0.24876,0,0.92124,0.8705,0.91836,0.82342,0.92668,0.874,0.92233,0.79446,0.37527,0.69781,0.31926,0,0.0051382,0.0051382,0.0051382,0.0051382
148,32830.24,0.31463,0.37001,0.23951,0,0.91797,0.87214,0.91794,0.82331,0.92641,0.87395,0.92201,0.79465,0.37564,0.69962,0.31942,0,0.0051049,0.0051049,0.0051049,0.0051049
149,33105.337,0.32361,0.37619,0.24724,0,0.92168,0.86951,0.91812,0.82342,0.92712,0.87433,0.92266,0.795,0.37572,0.70059,0.3195,0,0.0050716,0.0050716,0.0050716,0.0050716
150,33391.207,0.3234,0.39046,0.24329,0,0.92142,0.8694,0.91806,0.82327,0.92699,0.87457,0.92264,0.79573,0.37604,0.7013,0.31929,0,0.0050383,0.0050383,0.0050383,0.0050383
151,33675.517,0.31803,0.36286,0.2409,0,0.92166,0.86973,0.91816,0.82344,0.92707,0.87419,0.92251,0.79531,0.37581,0.70112,0.3194,0,0.005005,0.005005,0.005005,0.005005
152,33955.13,0.31461,0.365,0.23935,0,0.92046,0.87019,0.91823,0.82368,0.92715,0.87413,0.9225,0.79565,0.37588,0.70163,0.31926,0,0.0049717,0.0049717,0.0049717,0.0049717
153,34230.206,0.31259,0.37113,0.23943,0,0.92077,0.87001,0.91811,0.82384,0.92649,0.87441,0.92234,0.79562,0.37563,0.70195,0.31914,0,0.0049384,0.0049384,0.0049384,0.0049384
154,34492.12,0.31423,0.3647,0.2373,0,0.92152,0.86977,0.91805,0.82363,0.92829,0.87468,0.92248,0.79589,0.37576,0.70322,0.31933,0,0.0049051,0.0049051,0.0049051,0.0049051
155,34752.676,0.31145,0.36183,0.23576,0,0.9268,0.86821,0.91808,0.82362,0.92909,0.87468,0.92265,0.796,0.37607,0.70365,0.31966,0,0.0048718,0.0048718,0.0048718,0.0048718
156,35017.011,0.31323,0.36746,0.23799,0,0.92539,0.869,0.91836,0.82371,0.93029,0.87422,0.9224,0.79602,0.3762,0.70412,0.31946,0,0.0048385,0.0048385,0.0048385,0.0048385
157,35255.149,0.30605,0.35909,0.23459,0,0.92597,0.86859,0.91824,0.82381,0.93091,0.87376,0.92257,0.79609,0.37663,0.70418,0.31973,0,0.0048052,0.0048052,0.0048052,0.0048052
158,35485.159,0.30802,0.3501,0.23412,0,0.92552,0.86893,0.91828,0.82373,0.93154,0.87457,0.92251,0.79613,0.37702,0.70476,0.31982,0,0.0047719,0.0047719,0.0047719,0.0047719
159,35702.844,0.31361,0.36787,0.23593,0,0.92627,0.86843,0.91825,0.8237,0.9322,0.87449,0.9227,0.79607,0.37722,0.70548,0.31996,0,0.0047386,0.0047386,0.0047386,0.0047386
160,35910.826,0.30694,0.35702,0.23345,0,0.92565,0.8685,0.91821,0.8235,0.93077,0.87427,0.92237,0.79602,0.37765,0.70507,0.32042,0,0.0047053,0.0047053,0.0047053,0.0047053
161,36112.505,0.30457,0.36569,0.23297,0,0.92577,0.86826,0.91801,0.82344,0.93071,0.87431,0.92205,0.79576,0.37767,0.70642,0.32065,0,0.004672,0.004672,0.004672,0.004672
162,36294.714,0.30789,0.35964,0.23593,0,0.92573,0.86806,0.9177,0.82368,0.9267,0.8766,0.92177,0.79535,0.37786,0.70758,0.32098,0,0.0046387,0.0046387,0.0046387,0.0046387
163,36448.527,0.30511,0.35507,0.23424,0,0.92593,0.86828,0.91764,0.82325,0.92735,0.87584,0.92154,0.79555,0.37811,0.70887,0.32116,0,0.0046054,0.0046054,0.0046054,0.0046054
164,36593.774,0.3071,0.35698,0.23368,0,0.92563,0.86895,0.9177,0.82358,0.92707,0.87633,0.92189,0.79555,0.37816,0.70987,0.32099,0,0.0045721,0.0045721,0.0045721,0.0045721
165,36742.082,0.31136,0.37369,0.23732,0,0.92485,0.86931,0.91776,0.82349,0.92791,0.87641,0.92175,0.79574,0.37843,0.7105,0.32133,0,0.0045388,0.0045388,0.0045388,0.0045388
166,36890.226,0.30829,0.36508,0.23439,0,0.92249,0.87027,0.91733,0.82328,0.92814,0.87687,0.9216,0.79565,0.37884,0.71151,0.32164,0,0.0045055,0.0045055,0.0045055,0.0045055
167,37041.229,0.30548,0.35426,0.23259,0,0.9224,0.87005,0.91724,0.82327,0.92726,0.87774,0.92205,0.79552,0.37911,0.71216,0.32211,0,0.0044722,0.0044722,0.0044722,0.0044722
168,37190.043,0.30328,0.35332,0.22845,0,0.92231,0.86977,0.91717,0.82307,0.92748,0.87823,0.92193,0.79541,0.37927,0.71311,0.32212,0,0.0044389,0.0044389,0.0044389,0.0044389
169,37335.408,0.29981,0.3511,0.22842,0,0.92271,0.86968,0.91719,0.82313,0.92713,0.87832,0.92158,0.79532,0.37948,0.71373,0.32235,0,0.0044056,0.0044056,0.0044056,0.0044056
170,37479.575,0.30714,0.36762,0.23179,0,0.92244,0.87059,0.91696,0.82313,0.92687,0.87889,0.92155,0.79549,0.37968,0.71524,0.32239,0,0.0043723,0.0043723,0.0043723,0.0043723
171,37631.634,0.30367,0.35919,0.23013,0,0.92255,0.87089,0.91709,0.82314,0.92841,0.87592,0.92073,0.79527,0.37977,0.71627,0.32238,0,0.004339,0.004339,0.004339,0.004339
172,37785.406,0.30088,0.35771,0.22906,0,0.92165,0.87006,0.91659,0.82322,0.92739,0.87571,0.9207,0.79494,0.3797,0.71654,0.32271,0,0.0043057,0.0043057,0.0043057,0.0043057
173,37937.158,0.305,0.36215,0.23147,0,0.92082,0.87084,0.91667,0.82334,0.92683,0.87627,0.92053,0.79522,0.37979,0.71788,0.32245,0,0.0042724,0.0042724,0.0042724,0.0042724
174,38088.68,0.29679,0.3493,0.22653,0,0.92032,0.87098,0.91667,0.82326,0.92617,0.87613,0.92041,0.79488,0.37981,0.71864,0.32245,0,0.0042391,0.0042391,0.0042391,0.0042391
175,38241.37,0.29627,0.34964,0.22715,0,0.92022,0.87187,0.91676,0.82341,0.92602,0.87669,0.92046,0.79514,0.37996,0.71905,0.32216,0,0.0042058,0.0042058,0.0042058,0.0042058
176,38393.003,0.29523,0.35382,0.22893,0,0.91971,0.87127,0.91645,0.82344,0.92573,0.87638,0.92008,0.79493,0.37999,0.72015,0.32197,0,0.0041725,0.0041725,0.0041725,0.0041725
177,38546.915,0.29797,0.35669,0.22837,0,0.92043,0.87132,0.91647,0.82347,0.92518,0.87806,0.92014,0.795,0.37998,0.72123,0.322,0,0.0041392,0.0041392,0.0041392,0.0041392
178,38700.653,0.29918,0.35665,0.22509,0,0.92104,0.86973,0.91647,0.82357,0.92792,0.87404,0.92058,0.79566,0.37998,0.72219,0.32198,0,0.0041059,0.0041059,0.0041059,0.0041059
179,38853.914,0.29089,0.34835,0.224,0,0.92117,0.87059,0.91628,0.82386,0.92757,0.87528,0.92022,0.79574,0.37994,0.72277,0.322,0,0.0040726,0.0040726,0.0040726,0.0040726
180,39007.299,0.29339,0.35267,0.2265,0,0.92015,0.87078,0.91617,0.82394,0.92698,0.87441,0.92013,0.79578,0.37991,0.72451,0.32208,0,0.0040393,0.0040393,0.0040393,0.0040393
181,39165.118,0.29893,0.35186,0.22553,0,0.91929,0.87035,0.91628,0.82383,0.92578,0.8748,0.92052,0.79622,0.38007,0.72531,0.32253,0,0.004006,0.004006,0.004006,0.004006
182,39313.825,0.28708,0.34626,0.22016,0,0.91959,0.87009,0.91587,0.82374,0.92561,0.87497,0.92049,0.79652,0.38027,0.72677,0.3226,0,0.0039727,0.0039727,0.0039727,0.0039727
183,39467.39,0.29241,0.349,0.22358,0,0.9198,0.87089,0.91578,0.82352,0.92601,0.87477,0.92023,0.79667,0.38029,0.72786,0.32318,0,0.0039394,0.0039394,0.0039394,0.0039394
184,39617.497,0.28322,0.33517,0.21836,0,0.91986,0.86987,0.91569,0.82366,0.92624,0.87477,0.92045,0.79668,0.38039,0.72867,0.32343,0,0.0039061,0.0039061,0.0039061,0.0039061
185,39772.331,0.29181,0.34253,0.2206,0,0.91653,0.87279,0.91593,0.82339,0.92181,0.87717,0.92052,0.79673,0.38058,0.72951,0.32352,0,0.0038728,0.0038728,0.0038728,0.0038728
186,39924.659,0.29038,0.35078,0.22568,0,0.91647,0.87341,0.916,0.8236,0.92164,0.87834,0.92043,0.79701,0.38034,0.73059,0.32345,0,0.0038395,0.0038395,0.0038395,0.0038395
187,40079.645,0.28678,0.34555,0.22555,0,0.91587,0.87338,0.9161,0.82388,0.91969,0.87803,0.92048,0.79723,0.38027,0.73142,0.32326,0,0.0038062,0.0038062,0.0038062,0.0038062
188,40237.962,0.28663,0.34277,0.21869,0,0.91578,0.87423,0.91584,0.82355,0.92003,0.87933,0.92029,0.79707,0.38039,0.73235,0.32327,0,0.0037729,0.0037729,0.0037729,0.0037729
189,40391.609,0.28759,0.35001,0.22271,0,0.91572,0.87261,0.9159,0.82367,0.92074,0.87776,0.92017,0.79717,0.38051,0.73246,0.32314,0,0.0037396,0.0037396,0.0037396,0.0037396
190,40547.15,0.27835,0.33828,0.211,0,0.91864,0.87188,0.91596,0.82377,0.92023,0.87851,0.91997,0.79692,0.38071,0.73296,0.32326,0,0.0037063,0.0037063,0.0037063,0.0037063
191,40699.844,0.28226,0.33881,0.21405,0,0.91904,0.8715,0.91587,0.82366,0.9239,0.8754,0.91953,0.79658,0.381,0.73373,0.32352,0,0.003673,0.003673,0.003673,0.003673
192,40850.094,0.28678,0.34489,0.21841,0,0.91893,0.87091,0.91556,0.82366,0.92377,0.87525,0.91981,0.79683,0.38135,0.73396,0.32407,0,0.0036397,0.0036397,0.0036397,0.0036397
193,41002.898,0.28511,0.34625,0.21545,0,0.91883,0.87232,0.91559,0.82369,0.92397,0.87663,0.9201,0.79713,0.38141,0.73471,0.32398,0,0.0036064,0.0036064,0.0036064,0.0036064
194,41154.538,0.28321,0.34076,0.22015,0,0.91984,0.87198,0.91579,0.82364,0.92475,0.87584,0.92008,0.79717,0.38182,0.73592,0.32392,0,0.0035731,0.0035731,0.0035731,0.0035731
195,41307.95,0.28625,0.34913,0.21852,0,0.92012,0.87129,0.91577,0.82371,0.92441,0.87459,0.91995,0.79717,0.38179,0.73659,0.32399,0,0.0035398,0.0035398,0.0035398,0.0035398
196,41460.289,0.28117,0.34136,0.21566,0,0.91948,0.87114,0.91554,0.82352,0.92445,0.8744,0.91991,0.79738,0.38175,0.73777,0.32418,0,0.0035065,0.0035065,0.0035065,0.0035065
197,41612.643,0.28293,0.33856,0.21853,0,0.92039,0.87114,0.91558,0.82373,0.92512,0.87448,0.91976,0.7976,0.38204,0.73859,0.32439,0,0.0034732,0.0034732,0.0034732,0.0034732
198,41764.873,0.28234,0.33776,0.21642,0,0.91982,0.8709,0.91553,0.82355,0.92563,0.87402,0.9197,0.79739,0.38251,0.73968,0.32465,0,0.0034399,0.0034399,0.0034399,0.0034399
199,41916.047,0.27965,0.33868,0.21451,0,0.92057,0.87013,0.91551,0.82364,0.92596,0.87393,0.91995,0.79776,0.38305,0.74126,0.32505,0,0.0034066,0.0034066,0.0034066,0.0034066
200,42063.641,0.27787,0.33599,0.20876,0,0.91987,0.87043,0.91542,0.82372,0.92476,0.8741,0.91987,0.79816,0.38345,0.74243,0.32502,0,0.0033733,0.0033733,0.0033733,0.0033733
201,42214.663,0.28349,0.34193,0.21785,0,0.92011,0.87032,0.91534,0.82373,0.92539,0.87349,0.91977,0.79821,0.38398,0.74274,0.32498,0,0.00334,0.00334,0.00334,0.00334
202,42362.428,0.27379,0.32847,0.20988,0,0.92084,0.8694,0.91529,0.82365,0.9264,0.87312,0.91978,0.7985,0.38422,0.74272,0.32519,0,0.0033067,0.0033067,0.0033067,0.0033067
203,42513.506,0.27628,0.34283,0.21378,0,0.9212,0.86922,0.91541,0.82362,0.92713,0.87278,0.91969,0.7985,0.3846,0.74466,0.32548,0,0.0032734,0.0032734,0.0032734,0.0032734
204,42656.241,0.27612,0.33537,0.21032,0,0.92201,0.8691,0.91543,0.82375,0.92767,0.87129,0.91963,0.79808,0.38524,0.74642,0.32585,0,0.0032401,0.0032401,0.0032401,0.0032401
205,42802.349,0.27378,0.33144,0.21164,0,0.92204,0.86831,0.91518,0.8236,0.92745,0.87117,0.91952,0.79782,0.3856,0.74729,0.32616,0,0.0032068,0.0032068,0.0032068,0.0032068
206,42955.018,0.26814,0.32953,0.20923,0,0.92217,0.86913,0.9156,0.82347,0.92741,0.87116,0.91954,0.79793,0.38628,0.74871,0.32614,0,0.0031735,0.0031735,0.0031735,0.0031735
207,43105.303,0.27751,0.34115,0.21364,0,0.92172,0.86977,0.91535,0.82353,0.92738,0.87201,0.91956,0.79821,0.38673,0.74954,0.3264,0,0.0031402,0.0031402,0.0031402,0.0031402
208,43249.373,0.27613,0.34015,0.21295,0,0.92295,0.86898,0.91537,0.82351,0.92783,0.87166,0.91946,0.79824,0.3864,0.75114,0.32615,0,0.0031069,0.0031069,0.0031069,0.0031069
209,43397.142,0.27181,0.3294,0.21262,0,0.92305,0.86831,0.9151,0.82313,0.92769,0.8713,0.91832,0.79785,0.38601,0.75173,0.32615,0,0.0030736,0.0030736,0.0030736,0.0030736
210,43540.513,0.27246,0.33313,0.21106,0,0.92213,0.86841,0.9152,0.8231,0.92695,0.87123,0.91826,0.79805,0.38629,0.75324,0.32652,0,0.0030403,0.0030403,0.0030403,0.0030403
211,43688.686,0.27175,0.33592,0.21116,0,0.92293,0.86851,0.91503,0.82286,0.92737,0.87161,0.91846,0.79804,0.38617,0.75454,0.3266,0,0.003007,0.003007,0.003007,0.003007
212,43835.882,0.26657,0.31734,0.20311,0,0.92332,0.86866,0.91479,0.82286,0.92815,0.87042,0.91792,0.79795,0.38686,0.75608,0.32727,0,0.0029737,0.0029737,0.0029737,0.0029737
213,43984.638,0.27319,0.33296,0.21156,0,0.92356,0.86828,0.91487,0.82282,0.92797,0.87061,0.91796,0.79774,0.38679,0.75745,0.32735,0,0.0029404,0.0029404,0.0029404,0.0029404
214,44139.113,0.27072,0.33246,0.20549,0,0.92385,0.86849,0.9149,0.82279,0.92742,0.87063,0.91784,0.79804,0.38679,0.75898,0.32773,0,0.0029071,0.0029071,0.0029071,0.0029071
215,44288.049,0.26568,0.32255,0.20615,0,0.92559,0.8687,0.91482,0.82263,0.92925,0.87041,0.91787,0.79789,0.38695,0.76081,0.32752,0,0.0028738,0.0028738,0.0028738,0.0028738
216,44430.543,0.26953,0.32719,0.2056,0,0.92578,0.86803,0.91464,0.82262,0.92969,0.86873,0.91739,0.79773,0.38701,0.76273,0.32798,0,0.0028405,0.0028405,0.0028405,0.0028405
217,44573.01,0.26641,0.32138,0.20723,0,0.9259,0.86636,0.91437,0.82247,0.93029,0.86761,0.91717,0.79773,0.38716,0.76549,0.32816,0,0.0028072,0.0028072,0.0028072,0.0028072
218,44718.094,0.26561,0.32242,0.20678,0,0.92699,0.86584,0.91415,0.82235,0.93124,0.86755,0.9176,0.79773,0.38685,0.76611,0.32836,0,0.0027739,0.0027739,0.0027739,0.0027739
219,44867.948,0.26385,0.32076,0.20538,0,0.92731,0.86544,0.91406,0.82235,0.93282,0.86666,0.91752,0.79767,0.38706,0.76815,0.32829,0,0.0027406,0.0027406,0.0027406,0.0027406
220,45010.581,0.26647,0.33346,0.20523,0,0.92662,0.86589,0.91416,0.82212,0.93022,0.86826,0.91748,0.79792,0.38803,0.76909,0.32865,0,0.0027073,0.0027073,0.0027073,0.0027073
221,45160.249,0.25964,0.32367,0.2022,0,0.92552,0.86548,0.91416,0.8223,0.93533,0.86519,0.91779,0.79796,0.38901,0.77118,0.329,0,0.002674,0.002674,0.002674,0.002674
222,45310.182,0.26351,0.32472,0.20367,0,0.92733,0.86487,0.91436,0.82222,0.9359,0.8649,0.91764,0.79806,0.38975,0.77148,0.32913,0,0.0026407,0.0026407,0.0026407,0.0026407
223,45461.343,0.26244,0.32694,0.20379,0,0.92556,0.8654,0.91443,0.82227,0.93415,0.86511,0.91752,0.79812,0.39031,0.77269,0.32933,0,0.0026074,0.0026074,0.0026074,0.0026074
224,45611.534,0.26039,0.32566,0.20504,0,0.92585,0.86538,0.91462,0.82241,0.93386,0.86536,0.91733,0.79828,0.39121,0.77496,0.32964,0,0.0025741,0.0025741,0.0025741,0.0025741
225,45759.363,0.25878,0.32889,0.20001,0,0.92654,0.86475,0.91452,0.82261,0.93404,0.86526,0.9171,0.79827,0.39177,0.77622,0.32985,0,0.0025408,0.0025408,0.0025408,0.0025408
226,45899.845,0.26006,0.31528,0.20248,0,0.92639,0.86466,0.914,0.82227,0.93272,0.86499,0.91679,0.79839,0.39229,0.77765,0.33027,0,0.0025075,0.0025075,0.0025075,0.0025075
227,46048.521,0.25328,0.31213,0.19775,0,0.92592,0.86447,0.91448,0.82231,0.93396,0.86483,0.91716,0.79833,0.39259,0.77807,0.3305,0,0.0024742,0.0024742,0.0024742,0.0024742
228,46197.884,0.2529,0.31193,0.19239,0,0.92721,0.8639,0.91385,0.82233,0.93356,0.86441,0.917,0.79835,0.39308,0.77853,0.33048,0,0.0024409,0.0024409,0.0024409,0.0024409
229,46345.314,0.26291,0.33207,0.20159,0,0.92663,0.86357,0.91379,0.82206,0.93441,0.86396,0.91693,0.79841,0.39315,0.77966,0.33073,0,0.0024076,0.0024076,0.0024076,0.0024076
230,46495.376,0.25643,0.31948,0.19794,0,0.92599,0.86403,0.91364,0.82184,0.93017,0.86592,0.91712,0.79855,0.39333,0.78082,0.33096,0,0.0023743,0.0023743,0.0023743,0.0023743
231,46650.309,0.25778,0.32363,0.20054,0,0.9256,0.8647,0.91338,0.82161,0.93022,0.86641,0.91706,0.79872,0.39415,0.78148,0.33139,0,0.002341,0.002341,0.002341,0.002341
232,46772.659,0.25653,0.31682,0.19853,0,0.92596,0.86433,0.9134,0.82212,0.93143,0.8663,0.91697,0.79892,0.39441,0.78186,0.33161,0,0.0023077,0.0023077,0.0023077,0.0023077
233,46894.107,0.25343,0.31549,0.19724,0,0.92647,0.86457,0.91318,0.82197,0.93207,0.86664,0.91732,0.79878,0.39423,0.78294,0.33178,0,0.0022744,0.0022744,0.0022744,0.0022744
234,47015.342,0.25402,0.31929,0.19648,0,0.92624,0.86429,0.91335,0.82184,0.93208,0.86681,0.91745,0.79878,0.39448,0.78392,0.33219,0,0.0022411,0.0022411,0.0022411,0.0022411
235,47136.769,0.25386,0.31714,0.19684,0,0.92693,0.86438,0.91339,0.82168,0.93176,0.8671,0.9173,0.79857,0.39486,0.78395,0.33252,0,0.0022078,0.0022078,0.0022078,0.0022078
236,47258.221,0.25434,0.31426,0.1992,0,0.92659,0.86438,0.91293,0.82148,0.93173,0.86691,0.9172,0.7985,0.39516,0.78621,0.33283,0,0.0021745,0.0021745,0.0021745,0.0021745
237,47380.193,0.25296,0.31789,0.19712,0,0.9272,0.86416,0.91285,0.82134,0.93182,0.86658,0.91688,0.79842,0.39513,0.78701,0.33329,0,0.0021412,0.0021412,0.0021412,0.0021412
238,47500.758,0.25559,0.32562,0.20083,0,0.92662,0.8642,0.91281,0.82125,0.93075,0.86691,0.91687,0.79833,0.39568,0.78752,0.33377,0,0.0021079,0.0021079,0.0021079,0.0021079
239,47621.775,0.25265,0.3171,0.19244,0,0.92602,0.86393,0.91302,0.82114,0.93106,0.86689,0.9172,0.79863,0.39635,0.78808,0.33434,0,0.0020746,0.0020746,0.0020746,0.0020746
240,47741.719,0.24753,0.30623,0.19346,0,0.92562,0.86405,0.91322,0.82076,0.9324,0.86703,0.91707,0.79871,0.39748,0.78904,0.33484,0,0.0020413,0.0020413,0.0020413,0.0020413
241,47861.661,0.25223,0.31494,0.19326,0,0.92487,0.8643,0.91312,0.82094,0.92973,0.86724,0.917,0.79867,0.39839,0.79022,0.3354,0,0.002008,0.002008,0.002008,0.002008
242,47983.906,0.25033,0.31536,0.19656,0,0.92455,0.86522,0.91303,0.82096,0.93012,0.86663,0.91655,0.79852,0.39863,0.79119,0.33592,0,0.0019747,0.0019747,0.0019747,0.0019747
243,48105.731,0.25188,0.32359,0.19434,0,0.9238,0.86655,0.91288,0.82097,0.93047,0.867,0.91671,0.79849,0.39901,0.79189,0.33584,0,0.0019414,0.0019414,0.0019414,0.0019414
244,48227.021,0.24842,0.31417,0.19275,0,0.92342,0.86557,0.91304,0.82085,0.9284,0.86768,0.91657,0.7985,0.39952,0.79302,0.33619,0,0.0019081,0.0019081,0.0019081,0.0019081
245,48347.474,0.2454,0.30511,0.19176,0,0.92488,0.86473,0.91287,0.82063,0.92975,0.86693,0.91683,0.79844,0.40009,0.79391,0.33628,0,0.0018748,0.0018748,0.0018748,0.0018748
246,48467.525,0.24693,0.30839,0.19473,0,0.92536,0.86457,0.91281,0.82084,0.92929,0.86718,0.91657,0.79851,0.40049,0.79427,0.33644,0,0.0018415,0.0018415,0.0018415,0.0018415
247,48587.999,0.24433,0.30209,0.19195,0,0.92437,0.86457,0.91291,0.82074,0.92846,0.86736,0.91615,0.79828,0.40096,0.7947,0.33654,0,0.0018082,0.0018082,0.0018082,0.0018082
248,48707.972,0.24579,0.31479,0.19287,0,0.92323,0.86537,0.91271,0.82045,0.92745,0.8682,0.91611,0.79845,0.40145,0.796,0.3367,0,0.0017749,0.0017749,0.0017749,0.0017749
249,48829.434,0.24411,0.31441,0.19085,0,0.92344,0.86545,0.91263,0.82081,0.92735,0.86846,0.91617,0.7988,0.40086,0.79655,0.33677,0,0.0017416,0.0017416,0.0017416,0.0017416
250,48949.884,0.24761,0.30772,0.1948,0,0.92296,0.86565,0.91271,0.82128,0.92699,0.86864,0.91632,0.79911,0.40134,0.79678,0.33715,0,0.0017083,0.0017083,0.0017083,0.0017083
251,49069.877,0.23959,0.30626,0.18942,0,0.92263,0.86576,0.91302,0.82126,0.92663,0.86884,0.91638,0.79922,0.40067,0.79846,0.33718,0,0.001675,0.001675,0.001675,0.001675
252,49190.441,0.24364,0.30674,0.19062,0,0.9236,0.86463,0.91278,0.82147,0.92582,0.87032,0.91629,0.79906,0.39965,0.79897,0.3373,0,0.0016417,0.0016417,0.0016417,0.0016417
253,49310.834,0.24999,0.31619,0.19405,0,0.92319,0.86478,0.91248,0.82161,0.92456,0.87012,0.91614,0.79911,0.3995,0.79941,0.33753,0,0.0016084,0.0016084,0.0016084,0.0016084
254,49430.631,0.23974,0.3106,0.19187,0,0.92288,0.8643,0.91264,0.8218,0.92448,0.87029,0.91616,0.79913,0.40058,0.79998,0.33792,0,0.0015751,0.0015751,0.0015751,0.0015751
255,49551.861,0.24513,0.31657,0.1914,0,0.92044,0.8664,0.91266,0.82168,0.92461,0.87007,0.91626,0.79929,0.40123,0.80094,0.33855,0,0.0015418,0.0015418,0.0015418,0.0015418
256,49672.6,0.23957,0.30617,0.18835,0,0.92122,0.86521,0.91284,0.82175,0.92439,0.86929,0.91661,0.79986,0.40236,0.80154,0.33906,0,0.0015085,0.0015085,0.0015085,0.0015085
257,49792.835,0.23998,0.2988,0.18718,0,0.92047,0.86558,0.91299,0.82163,0.92451,0.86938,0.91641,0.79989,0.40343,0.8018,0.33935,0,0.0014752,0.0014752,0.0014752,0.0014752
258,49914.075,0.24136,0.32101,0.19339,0,0.92018,0.86585,0.91314,0.82162,0.93029,0.86454,0.91668,0.80013,0.40457,0.80182,0.33966,0,0.0014419,0.0014419,0.0014419,0.0014419
259,50035.213,0.23527,0.2962,0.18557,0,0.91929,0.86558,0.91301,0.82104,0.93048,0.86427,0.91645,0.80021,0.40612,0.80307,0.34006,0,0.0014086,0.0014086,0.0014086,0.0014086
260,50157.035,0.24131,0.30467,0.18707,0,0.91864,0.86631,0.91296,0.82079,0.93083,0.86427,0.91647,0.80042,0.40738,0.80239,0.34023,0,0.0013753,0.0013753,0.0013753,0.0013753
